tempo,estrelas,avaliacao,Local Guide,Avaliacoes,Classificacoes,Fotos,Videos,Legendas,Respostas,Edicoes,Informadas como Incorretas,Lugares Adicionadas,Estradas Adicionadas,Informacoes Verificadas,P/R,perfil,Previsao_Fraude_RF
2 anos atrás,5,Melhores doces que já comi na minha vida!!!,True,22,10,12,1,0,83,0,0,0,0,36,1,,0
2 anos atrás,3,null,False,2,3,0,0,0,10,0,0,0,0,0,0,,1
2 anos atrás,5,"Lugar incrível, comida espetacular!! Funcionários super atenciosos e prestativos!! Ambiente acolhedor; você se sente em casa literalmente!!! Vale a visita! O Brunch e o almoço estão incríveis.",False,3,1,0,0,0,26,0,0,0,0,0,0,,1
2 anos atrás,1,"Péssima ! Pois fui com um amigo, negro ( triste termos que destacar isso ainda ) e enquanto eu estacionava, ele entrou, simplesmente usaram de invisibilidade social, não atenderam e quando ele questionou algo, olharam para ele e disseram: - Entregadores não podem aqui, apenas lá embaixo !  Sim, São Paulo, séc. XXI, uma Megalópole mas com condutas e procedimentos e estabelecimentos racistas, ! Injúria Racial é crime !",True,10,25,4,0,0,151,0,0,0,0,0,0,,0
2 anos atrás,5,"Sou do RJ, conheci por indicação e foi a melhor experiência. Antes de chegar, passei na padaria Bella Paulista, comi um salgado ruim e muito caro. Já com a expectativa baixa, foi incrível passar alguns minutos aqui na Cakess. Atendimento perfeito, doces maravilhosos (destaque pro bolo de coco gelado). Recomendo fortemente",True,71,35,48,0,0,386,1,0,1,0,0,4,,0
2 anos atrás,5,null,True,217,14,142,0,0,3901,1,0,0,0,0,19,,0
2 anos atrás,5,null,False,0,11,0,0,0,15,0,0,0,0,0,0,,1
2 anos atrás,5,null,False,2,2,0,0,0,27,0,0,0,0,0,0,,1
2 anos atrás,5,"Lugar lindo, atendimento e comidas sensacionais!",True,18,0,5,0,0,12,0,0,0,0,13,0,,1
2 anos atrás,1,"Bonito, porém não te atendem. O lugar sem dúvidas é bem bonito, no entanto, fiquei hoje 40 minutos (tive bastante paciência) esperando no último andar, e saí sem ser atendida. Os garçons não vão para aquela área do estabelecimento e não há nenhum tipo de botão que se possa apertar nas mesas. Houve um momento em que um garçom até veio para entregar o pedido de um casal que também estava lá (e também estava esperando há muuuito tempo). Eu disse a ele que ainda não havia pedido, ele simplesmente desceu novamente. Incompreensível. Esperei mais um pouco, pois imaginei que ele poderia voltar. Ao final de 40 minutos cansei e fui embora.  Deve ser ok para quem quiser apenas entrar, tirar fotos no local e ir embora, já que não é preciso esperar atendimento para isso.",True,3,4,1,0,0,5,8,0,8,0,0,0,,0
2 anos atrás,4,Gostei muito dos Crocs oferecidos no almoço. O bolo de prestígio achei gostoso.,True,227,253,416,1,0,1632,42,0,15,0,0,9,,0
2 anos atrás,3,"O café/restaurante possui uma estrutura ótima! Uma casa muito bonita com possibilidade de atendimento para pessoas com deficiência na parte inferior, logo na entrada da casa (porém sem acessibilidade para que o cliente veja a vitrine na parte superior, caso queira). Ainda na parte externa, possui identificação do espaço pet.  O local não possui estacionamento próprio, porém é possível parar nas ruas da região, além de existirem diversos estacionamento na avenida e pontos de ônibus.  Possuem um cardápio bem variado e atraente.  Nas minhas duas visitas a casa estava vazia, havia eu com dois componentes de linha família e mais um casal, e o pedido demorou 20 minutos.  O pão veio torrado demais, e os ovos sem tempero.  A casa possui uma quantidade imensa de funcionários, que ficam conversando por rádio e em um sobe e desce incrível de escadas, mas não olham para os clientes com atenção.  O local não possui estrutura para receber bebês. Não possui trocador e não possui cadeirão, o bebê tem que ficar no colo para se alimentar, uma vez que a mesa não da altura.  No banheiro, a iluminação fica bem acima da pia, com uma lâmpada baixa e super quente.  Com certeza os doces da casa são incríveis, e valeram pela experiência. Os cookie’s são incríveis, e recomendo com certeza.  A casa ainda mantém alguns cuidados quanto a COVID-19, mantendo álcool em gel na entrada superior da loja, mas sem o produto nas mesas para os clientes.  Vale a visita pelos doces, porém espera mais das minhas experiências de café da manhã.",True,994,20,9717,210,66,8275,30,0,16,0,14,11,,0
2 anos atrás,5,null,False,103,45,1,0,0,240,0,0,0,0,0,0,,0
2 anos atrás,3,"Os bolos são ótimos. Realmente vale apena experimentar pelo menos dois sabores.  Atualizando a minha visita de hoje:  O café também agrada.  Mas o atendimento ainda precisa melhorar, não tive sorte nenhuma vez",True,433,71,174,11,0,65,1,0,0,0,35,4,,0
2 anos atrás,5,Sempre uma maravilha! Qualidade e atendimento 🫶👏🏻🫶👏🏻,True,210,0,90,0,0,316,0,0,1,0,0,3,,0
2 anos atrás,5,"IMPECÁVEL! Sou uma verdadeira viciada em doces e suspeita pra falar, mas simplesmente amei o local, a melhor confeitaria de São Paulo que ja fui. Uma variedade gigante de sobremesas - desde as mais leves até as mais formigonas (minhas preferidas rs). Também tomei um capuccino delicioso e a melhor parte: o Leandro nos forneceu um atendimento super acolhedor, sempre indo à mesa para checar se estava tudo ok e ainda por cima nos deu de brinde um brigadeiro para cada e uma quiche de costela que seria estreada perfeita! Esse acolhimento com o cliente faz toda a diferença e fazia tempo que não presenciava isso em SP. Leandro e Gabi, obrigada! Vocês são muito talentosos e merecem muito sucesso.",False,34,3,54,0,0,34,1,0,3,0,0,1,,0
2 anos atrás,5,null,False,5,4,0,0,0,101,0,0,0,0,0,0,,0
2 anos atrás,4,Experiência maravilhosa! Os pratos são deliciosos,True,429,134,1520,4,0,1418,3,0,0,0,9,13,,0
2 anos atrás,5,null,False,8,7,1,0,0,56,0,0,0,0,0,0,,0
2 anos atrás,4,"Bolo delicioso, ambiente super agradável.",True,55,11,0,0,0,237,0,0,0,0,0,1,,0
2 anos atrás,5,"Voltei depois de um tempo, com os colegas de trabalho, posso afirmar que melhorou bastante, estão mais ágeis e eficientes. Ótimo atendimento. Servem almoço também, vou experimentar um dia. Continua com bom ambiente, boa variedade de bebidas quentes e frias. Os doces, bolos são o carro chefe do local, é de deixar com água na boca, simplesmente maravilhoso. Preços um pouco acima da média, mas vale a pena por conta da experiência. Detalhe: eles cobram taxa de serviço. De resto, gostei do local, recomendo!",True,135,33,158,1,0,518,2,0,1,0,6,0,,0
2 anos atrás,5,Excelente!,True,56,39,107,0,0,316,0,0,0,0,0,2,,0
2 anos atrás,5,"Local super aconchegante, cardápio super variado e diverso de doces a salgados , co Opções múltiplas. Optamos por doces pois foi nosso intuito, saborosos e bem servidos . Atendimento cordial e ótimo . Vale a visita sim e gostamos .",True,411,3,2274,39,1,199,9,0,5,0,1,1,,0
2 anos atrás,5,"O lugar é muito fofo, atendimento bom e tudo é bem gostoso! O Brownie é INCRÍVEL !  Acho apenas que podia ter alguém na entrada direcionando os clientes em relação aos lugares disponíveis pra sentar , pq como tem 3 andares, as vezes a pessoa chega lá em cima e não tem lugar",True,177,3,113,6,1,694,0,0,0,0,0,1,,0
2 anos atrás,4,Local agradável,True,758,275,20622,1000,6,13067,245,0,91,0,148,13,,0
2 anos atrás,5,"Lugar maravilhoso, tudo é delicioso 😋",True,48,43,44,0,0,1607,1,0,0,0,5,2,,0
2 anos atrás,5,"Saboroso, quantidade boa, temperatura também e o ambiente é lindo e aconchegante",True,30,167,32,9,0,346,0,0,0,0,6,0,,0
2 anos atrás,2,"Estive lá no sábado 09/07/2022, no horário do almoço para um brunch.  Fiquei no térreo, pois estava com meus pets, cheguei e tanto as mesas como as cadeiras estavam muito quentes, apertei o botão para receber atendimento, enquanto isso eu mesma movi as mesas para sombra, pois seria impossível permanecer ali. 10 minutos e nada, apertei o botão novamente e depois de alguns minutos um atendente apareceu e perguntou se eu poderia aguardar (mais), eu segui aguardando ele trouxe o cardápio, fizemos os pedidos.  Primeira parte dos pedidos chegou, cesta de pães de queijo com parmesão deliciosa, o croque monsieur pedido veio errado, recebemos o de carne seca, devido a demora não pedimos a troca, pois estávamos com fome então apenas relatamos o ocorrido. Mais demora, quando havíamos terminado de comer chegaram as bebidas, mais demora e vieram os doces. Pedi o bolo de pote de leite ninho com nutella e infelizmente a casa se sujeita a um erro que muitos locais cometem que é usar ""nutella"" ao invés de ganache ou o que quer que seja, porque você vender uma coisa com o nome de outra é errado e ilegal. Bolo de coco estava ótimo.  Minhas considerações finais são que não retornaria, a comida pode ser deliciosa, mas atendimento ruim pra mim é decisivo. O atendente era muito gentil e não tem culpa da má administração do local, demora, pedido errado, informações erradas no cardápio e os animais poderem entrar no local não o torna pet friendly, pois não tem estrutura para receber os pets.",True,78,0,9,0,0,6,1,0,0,0,0,0,,0
2 anos atrás,5,null,True,9,12,0,0,0,11,0,0,0,0,0,1,,0
2 anos atrás,1,null,False,9,2,2,0,0,16,0,0,0,0,0,0,,0
2 anos atrás,5,"Doces e cafés maravilhosos, porém com valor um pouco elevado.",True,20,14,2,0,0,250,0,0,1,0,1,1,,0
2 anos atrás,4,"A lugar é bem bonito, o atendimento e os pratos são bons porém os valores são bem altos para o que está sendo servido. E a xícara do café embora bonita estragou um pouco a experiência de tomar um expresso.",True,9,77,1,0,0,138,1,0,1,0,4,2,,0
2 anos atrás,5,"sou cliente há alguns anos, pedindo regularmente (1x/semana) pelos apps quase todos os itens do cardápio. os bolos de nutela crocante e o casadinho são os melhores. mas o melhor item da casa é o cookie de nutella: nunca comi nada igual, nem mesmo nos EUA. no último sábado, fui conhecer o novo espaço da Casa, agora recebendo os clientes com um cardápio incluindo itens salgados. tal qual os doces, são fantásticos. o ovo mexido com bacon e duas fatias de pão estava delicioso, os bacon crocante e o pão crocante por fora e mto macio por dentro. pedi ainda as panquecas no estilo americano, e sem dúvida foram as melhores que já comi por aqui. a calda de brigadeiro faz uma finalização perfeita. o custo benefício é bem bom: dada a qualidade dos itens, o sabor e o tamanhos dos produtos, os valores são super justos. tdo isso sem dizer na simpatia e no ótimo atendimento de todos, do próprio Leandro até o último funcionário que nos atendeu no caixa. é a típica empresa que merece todo o sucesso que conseguir! parabéns!",True,108,14,40,0,0,442,9,0,5,0,2,0,,0
2 anos atrás,5,Amo esse  lugar. A  banofe o bolo de  coco embrulhado...  E  agora eles  tem  salgados tbm. A  torta de  carne com cebola é  maravilhosa.,True,239,8,15,7,0,251,1,0,0,0,22,5,,0
2 anos atrás,5,"Bolos muito bons, taça de merengue espetacular. Recomendo demais",True,18,33,1,0,0,50,0,0,0,0,7,0,,0
2 anos atrás,1,null,False,4,2,0,0,0,68,0,0,0,0,1,0,,0
2 anos atrás,5,null,False,2,10,1,0,0,4,0,0,0,0,0,0,,1
2 anos atrás,5,null,True,5,497,11,0,0,573,2,0,0,0,0,0,,0
2 anos atrás,4,null,True,146,46,73,4,0,1024,3,0,0,0,1,16,,0
2 anos atrás,1,"Tomei um chocolate quente cremoso doce demais, cobraram 13% de gorjeta para entregar isso na mesa e mesmo assim cobraram a mais, na hora paguei mas depois percebi que não sabem cobrar, e não importa o valor, deveriam cobrar exatamente o que consumimos, não volto mais.",True,13,0,1,0,0,8,0,0,0,0,0,0,,0
2 anos atrás,5,"Excelente atendimento, o dono é muito simpático e atencioso! Os bolos sao muito gostosos 😋",True,167,4,109,0,0,537,0,0,0,0,0,0,,0
2 anos atrás,5,"A melhor loja de bolos, tortas, doces e brigadeiros de Higienopólis e região, próxima ao metrô! Tudo feito com muito carinho pelos donos! A decoração é incrível, ar-condicionado pra não passar calor, dá pra ficar horas comendo bolos, lendo um livro ou trabalhando, excelente ambiente...ah e o cafezinho? Agora tem brunch também e espaço pet! Vá conhecer que você não vai se arrepender!",True,110,74,90,1,0,3509,2,0,2,0,12,2,,0
2 anos atrás,5,"Difícil encontrar um lugar assim, que realmente não tenha absolutamente nada para reclamar. Nada que deixe a desejar. Atendimento excelente, lugar lindo e aconchegante, extremamente limpo e organizado. E os bolos, meus amigos, aqui é um pedaço do céu na Terra! Delícia demaais!  Quero ressaltar o ótimo atendimento, e elogiar um atendente que parece ser o mais novo da loja, infelizmente não lembro o nome, mas era um menino branquinho e loiro. Tão novo e  já tão competente e educado! O meu esposo e eu ficamos de deixar um elogio, mas saímos com pressa no final. Então fica aqui o registro =)  Parabéns ao proprietário e toda a equipe. Vocês são demais! <3",False,7,0,0,0,0,5,0,0,0,0,1,0,,1
2 anos atrás,5,"Já sou cliente há dois anos! Ou melhor, há três páscoas! Foi quando conhecemos esse lugar maravilhoso e nunca mais largamos. Desde então, já foram vários ovos de Páscoa, lembranças de Natal, bolos de aniversário, mimos corporativos, lanchinhos despretenciosos e até uma grande amizade que acabamos fazendo com os queridos e super simpáticos donos Le, Gabi e Dudinha, que fazem tudo com muito carinho, amor, competência e muuuuito sabor 😍",True,22,1,0,0,0,17,0,0,0,0,0,0,,0
2 anos atrás,5,"Hahhaha amei o lugar, tranquilo, funcionários simpáticos sem falar a vitrine que enche os olhos!! Os valores são de acordo com a região.",True,188,5,578,23,0,116,0,0,0,0,0,8,,0
2 anos atrás,5,Uma lousa dizendo que tem café me convidou e a doçura me agraciou. Tudo maravilhoso!!! Parabéns!!!,True,10,5,1,0,0,69,0,0,0,0,2,1,,0
2 anos atrás,5,null,True,8,190,88,1,0,862,2,0,0,0,3,1,,0
2 anos atrás,5,null,True,309,121,1010,9,3,79,12,0,2,0,6,3,,0
2 anos atrás,5,"Não recomendo! O lugar é maravilho, os doces são uma delícia e por isso estou ficando a cada dia mais pobre. Se você for, viciar.",True,23,6,7,2,0,76,0,0,0,0,0,0,,0
2 anos atrás,5,"Excelente atendimento! Parabéns pela simpatia,  atenção,  gentileza, enfim tudo perfeito!!!",False,9,15,7,0,0,11,0,0,1,0,0,0,,0
2 anos atrás,5,null,True,11,4,3,0,0,0,0,0,0,0,0,0,,1
2 anos atrás,5,null,False,2,20,0,0,0,0,0,0,1,0,0,0,,1
2 anos atrás,5,"Apaixonada pelos doces da Cakess, fora o atendimento excelentíssimo de toda a equipe. São sempre super educados e atenciosos.",True,65,42,252,6,0,51,1,0,0,0,0,2,,0
2 anos atrás,5,Excelente.  Maravilhoso. Espetacular.  Parabéns.,False,2512,12,22420,1176,32,54257,269,0,22,0,2650,655,,0
2 anos atrás,1,null,True,2,4,0,0,0,1,0,0,0,0,0,0,,1
2 anos atrás,5,null,False,0,18,0,0,0,117,0,0,0,0,0,0,,1
2 anos atrás,1,"Fomos até o local e estava fechado, porém no Google aparece que está aberto.",True,99,163,0,0,0,1134,0,0,0,0,0,12,,0
2 anos atrás,5,Bolos de excelente qualidade.,True,1052,105,7,0,0,9,0,0,0,0,51,11,,0
2 anos atrás,5,null,True,12,13,7,0,0,46,0,0,0,0,0,0,,0
3 anos atrás,5,"Atendimento, ambiente, good vibe... Grande variedade de bolos e doces, café, bebidas frias. Fiquei até em dúvida de que bolo escolher. Nota 10!",True,88,5,7,0,0,30,4,0,0,0,1,0,,0
3 anos atrás,5,"Os melhores bolos, seja pro cafezin ou grandes e pequenas celebrações!!!😍😍😍😋😋😋",True,26,90,1,0,0,534,1,0,0,0,0,0,,0
3 anos atrás,5,Bolo de Palha Italiana.Perfeito!!!!Textura e sabor (nada enjoativo ou muito doce) cappuccino cremoso. Ambiente aconchegante é muito bem decorado.,True,310,18,706,17,0,489,3,0,2,0,0,1,,0
3 anos atrás,5,"Pedi um copo peli ifood, muito gostoso, não  é  pesado. Morangos frescos. Nota 10. Ja quero pedir outros sabores. Super indico.",True,210,41,351,0,0,437,0,0,0,0,0,8,,0
3 anos atrás,5,null,False,1,38,0,0,0,32,0,0,0,0,0,0,,1
3 anos atrás,5,Muito bom. Só delícias.,True,59,225,188,2,0,3681,0,0,0,0,0,1,,0
3 anos atrás,5,null,True,8,89,0,0,0,355,1,0,1,0,7,0,,0
3 anos atrás,5,"Os melhores doces que já comi na vida, e olha que já comi em muitos lugares!  Atendimento impecável, boa localização e um espaço bem dos agradáveis! Amei, vocês estão de parabéns!",False,5,1,0,0,0,7,0,0,0,0,0,0,,1
3 anos atrás,5,"Sem comentários, vc tem que ir, sentir e saborear Atendimento TOP",True,461,7,303,3,1,120,171,0,2,0,12,1,,0
3 anos atrás,5,null,True,1,19,0,0,0,23,0,0,0,0,0,0,,1
3 anos atrás,5,null,True,66,359,1393,8,16,2558,3,0,4,0,1,10,,0
3 anos atrás,5,null,True,12,115,0,0,0,259,0,0,0,0,0,1,,0
3 anos atrás,5,"Comemos uma torta banoffee e ym cheesecake com calda de morango. Simplesmente maravilhoso! O ambiente é lindo, aconchegante super agradável.  Os atendentes super gentis. Recomendadíssimo!",True,108,24,214,0,0,819,2,0,1,0,0,0,,0
3 anos atrás,5,null,True,4,33,1,0,0,40,0,0,0,0,0,0,,0
3 anos atrás,5,null,True,60,55,29,2,0,262,1,0,2,0,0,1,,0
3 anos atrás,4,null,False,1,17,0,0,0,176,0,0,0,0,0,0,,1
3 anos atrás,5,Adorei tudo muito gostoso atendimento ótimo!,False,15,13,0,0,0,69,0,0,0,0,0,1,,0
3 anos atrás,5,null,True,335,934,1564,0,1,1156,0,0,0,0,0,2,,0
3 anos atrás,5,Atendimento excelente. Doces incriveis.,False,7,13,0,0,0,241,0,0,0,0,0,0,,0
3 anos atrás,5,null,True,68,179,1617,1,0,211,2,0,0,0,0,0,,0
3 anos atrás,5,"Simplesmente divino. Lugar aconchegante, atendimento exemplar. Produtos de primeira, cuidado e capricho com cada pedido. Super recomendo, foi a primeira vez e pode ter certeza que irei voltar .aos vezes.",True,106,43,23,0,0,118,0,0,0,0,0,1,,0
3 anos atrás,5,"Lugar e doces maravilhosos! Minha ""casinha"" preferida! Sempre tão atenciosos! Amo!",False,23,4,24,0,0,11,0,0,0,0,0,0,,0
3 anos atrás,5,null,True,50,31,60,0,0,17,0,0,0,0,3,0,,0
3 anos atrás,5,null,True,19,177,406,5,0,771,1,0,0,0,0,1,,0
3 anos atrás,3,"Os produtos vendidos em si, são ótimos. Mas infelizmente demoram muito para finalizar uma entrega, principalmente quando o mesmo é solicitado via app. Dão prioridade aos clientes que estão no local, mas se esquecem que o s cliente que solicitou um pedido via app também é prioridade. Tirando esse detalhe o lugar é ótimo.",False,9,15,5,0,0,31,0,0,1,0,0,0,,0
3 anos atrás,5,null,True,17,300,134,0,0,556,1,0,0,0,0,7,,0
3 anos atrás,5,null,False,11,19,2,0,0,43,0,0,0,0,0,0,,0
3 anos atrás,5,null,True,23,167,136,1,1,1083,1,0,0,0,0,1,,0
3 anos atrás,5,Lugar gostoso,True,99,46,11,0,0,17,9,0,0,0,12,0,,0
3 anos atrás,5,"Atendimento mil, doces espetaculares, valor alto, porém tem qualidade",True,169,353,519,8,0,725,47,0,0,0,24,6,,0
3 anos atrás,5,null,True,62,291,33,0,0,1706,2,0,5,0,15,0,,0
3 anos atrás,5,null,False,11,102,3,0,0,395,0,0,0,0,0,0,,0
3 anos atrás,5,Lindo e aconchegante,True,3,4,1,0,0,20,0,0,0,0,0,0,,1
3 anos atrás,5,null,True,27,168,3,3,0,138,0,0,0,0,0,0,,0
3 anos atrás,3,null,True,23,190,1,0,0,51,0,0,0,0,12,2,,0
3 anos atrás,5,null,True,36,49,48,1,0,25,3,0,2,0,0,0,,0
3 anos atrás,5,Eu gosto Muito,False,2,52,0,0,0,0,0,0,0,0,0,0,,1
3 anos atrás,5,null,False,7,21,0,0,0,0,0,0,0,0,0,0,,0
3 anos atrás,5,Melhor doceria de São Paulo! Recomendo demais!!!,True,96,1,216,1,0,222,4,0,0,0,14,1,,0
3 anos atrás,5,null,False,30,62,341,6,0,118,0,0,1,0,13,0,,0
3 anos atrás,5,null,True,6,1,2,0,0,7,0,0,0,0,0,0,,1
3 anos atrás,5,Lugar aconchegante. Comida farta. Preço justo. Atendimento simpático!,True,23,13,1,0,0,994,0,0,1,0,2,0,,0
3 anos atrás,5,"Muito gostoso o ambiente é aconchegante, moderno o Atendimento e muito gentil e atencioso, e tudo que eu experimentei eu gostei produtos frescos, o preço é na média de cafés gourmet, vale a pena eu recomendo!!",True,95,49,433,1,0,3891,1,0,0,0,4,2,,0
3 anos atrás,1,null,False,2,8,0,0,0,0,0,0,0,0,0,0,,1
3 anos atrás,5,Excelente lugar! Ótimo atendimento...os funcionários foram muito atenciosos e cuidadosos! Produtos de muita qualidade e deliciosos! Recomendo!!!,True,104,2,72,0,0,0,0,0,2,0,0,0,,0
3 anos atrás,5,"A melhor doceria da região da Consolação. 5 estrelas no quesito sabor, quantidade, preparo e atendimento! Adoro o cookie de nutella e o cheesecake tanto o de frutas vermelhas quanto o de doce de leite. Ah, os bolos de pote são maravilhosos! Super recomendo!",True,95,49,14,0,0,365,11,0,5,0,14,4,,0
3 anos atrás,5,null,True,3,1,1,0,0,1,0,0,0,0,0,0,,1
3 anos atrás,3,Bom tudo com muita qualidade .o preço um pouco alto mais bom,True,202,16,15,0,0,6,0,0,0,0,0,4,,0
3 anos atrás,5,"A melhor loja de doces do mundo!!! Pessoal simpático,  ambiente aconchegante e doces MA-RA-VI-LHO-SOS...!!!!!",True,36,55,16,0,0,460,0,0,0,0,0,0,,0
3 anos atrás,5,As sobremesas são vem apresentadas e uma delícia recomendo é super 1000.,True,17,30,0,0,0,2,0,0,0,0,5,0,,0
3 anos atrás,5,"Melhores doces de São Paulo!!!! Houve um equívoco na entrega de meu pedido. Mandaram um colaborador deles para resolver!!!! Ou seja, além dos melhores doces, tem o melhor atendimento!!!! Parabéns e continuem assim!!!",True,171,74,44,0,0,1529,3,0,0,0,0,4,,0
3 anos atrás,5,Lugar excelente e doces equivalentes,True,91,14,534,0,0,352,0,0,0,0,0,0,,0
3 anos atrás,5,Delícia de bolos e atendimento top!,False,20,15,219,1,0,184,1,0,0,0,0,13,,0
3 anos atrás,5,Doces deliciosos e atendimento impecável!,False,2,8,1,0,0,1,0,0,0,0,0,0,,1
3 anos atrás,5,null,False,0,154,0,0,0,46,0,0,0,0,0,0,,0
3 anos atrás,5,null,False,1,16,0,0,0,4,0,0,0,0,0,0,,1
3 anos atrás,4,null,True,6,261,754,4,0,2066,14,0,1,0,31,0,,0
3 anos atrás,5,O melhor bolo da ganache que já experimentei,True,83,12,1,0,0,11,0,0,0,0,0,0,,0
3 anos atrás,5,Bolos maravilhosos... Excelente atendimento 🥰🥰🥰,True,58,97,57,0,0,1556,1,0,0,0,0,1,,0
3 anos atrás,5,"Perfeito, um dos, se não o bolo mais gostoso que comi na região!",False,3,2,0,0,0,9,0,0,0,0,0,0,,1
3 anos atrás,5,null,False,4,1,0,0,0,0,0,0,0,0,0,0,,1
3 anos atrás,5,null,False,2,9,0,0,0,5,0,0,0,0,0,0,,1
3 anos atrás,2,"Comprei duas fatias hoje, e não estavam muito boas parecia ser bem velho o bolo. Que triste esperava mais da loja ☹️",True,13,48,0,0,0,25,0,0,0,0,0,0,,0
3 anos atrás,5,null,False,0,2,0,0,0,28,0,0,0,0,0,0,,1
3 anos atrás,5,Simplesmente a melhor loja de bolos de Sp !,False,19,1,3,0,0,9,0,0,0,0,0,0,,0
3 anos atrás,5,Porções bem servidas e saborosas. Os doces são muito gostosos e não são enjoativos. O lugar é uma graça e o atendimento simpático! Recomendo muito!,True,19,16,35,0,0,508,3,0,0,0,3,0,,0
3 anos atrás,5,"Estive na loja hoje é provei cheesecake com calda de frutas vermelhas e a torta banoffe. Amei os dois doces, muito saborosos e frescos. É  perceptível a ótima qualidade dos doces. Ha tempos buscava um cheesecake de excelente qualidade e agora encontrei. Parabéns! Super recomendo!",True,15,54,0,0,0,98,0,0,0,0,0,5,,0
3 anos atrás,5,"Maravilhoso local com doces de babar e café brasileiro de alta qualidade! Bem gerenciado, decorado e atendimento de primeira. Além do mais, ajudam projetos da comunidade. Entregas via ifood. Ou seja: imperdível!",True,67,3,136,2,0,97,0,0,0,0,0,0,,0
3 anos atrás,5,"Cakes, cookies and brownies. Delicious",True,39,2,18,4,0,136,0,1,0,0,0,0,,0
3 anos atrás,5,null,True,12,31,4,0,0,61,0,0,0,0,1,0,,0
3 anos atrás,5,null,True,5,41,2,0,0,127,0,0,0,0,0,1,,0
3 anos atrás,5,"Excelente atendimento e produtos, além do ambiente acolhedor e aconchegante.  Não ha como deixar de avaliar como excelente!",True,58,5,20,0,0,65,1,0,2,0,1,0,,0
3 anos atrás,5,null,True,3,27,0,0,0,68,1,0,0,0,1,1,,0
3 anos atrás,5,null,False,21,43,0,0,0,440,0,0,0,0,0,0,,0
3 anos atrás,5,null,True,34,65,25,0,0,466,0,0,0,0,0,3,,0
3 anos atrás,5,null,True,4,21,0,0,0,0,0,0,0,0,0,0,,1
3 anos atrás,5,Suspeito pra avaliar o cakess. Amo antes mesmo de ter a loja física.,True,103,12,0,0,0,124,0,0,0,0,0,3,,0
3 anos atrás,5,null,False,0,10,0,0,0,0,0,0,0,0,0,0,,1
3 anos atrás,5,"Local bem gostoso, bolos lindos, atendimento muito bom, preço justo fatias de bolos bem servido!",True,62,204,1,0,0,1132,0,0,1,0,39,2,,0
3 anos atrás,5,null,True,3,46,1,0,0,274,1,0,0,0,1,0,,0
4 anos atrás,4,"Tudo gostoso e bem apresentado, lugar moderno e aconchegante. Bom atendimento. Porém, o preço é um pouco alto.",True,111,14,12,0,0,630,1,0,0,0,1,3,,0
4 anos atrás,5,É sempre sensacional minha experiência lá!!!! Super recomendo,True,29,55,4,0,0,153,1,0,0,0,0,2,,0
4 anos atrás,5,"Ótimo atendimento, ambiente super agradável, delicias de brigadeiros! ♡",True,60,2,14,1,0,455,1,0,0,0,0,0,,0
4 anos atrás,5,"Sensacional. Otimas sobremesas, serviço perfeito, espaço muito bem decorado e aconchegante!! Equipe muito simpática. Com certeza voltarei :)",True,41,76,2,0,0,7,0,0,0,0,59,0,,0
4 anos atrás,4,Destaque para a banofee e bolo de cenoura com chocolate.,True,720,44,2454,172,1,2378,170,0,62,0,133,11,,0
4 anos atrás,5,null,True,7,31,466,9,0,33,0,0,0,0,0,6,,0
4 anos atrás,5,Deliciosos e em boa quantidade!,True,43,52,4,0,0,18,0,0,0,0,1,0,,0
4 anos atrás,4,"Bolos perfeitos! O cookie de Nutella então, nem se fala! O único problema é que o único jeito de entrar é por uma escada grandona, dificultando o acesso para cadeirantes e mulheres com carrinho de bebê como eu! Ainda bem que tem delivery",True,149,47,88,6,0,64,0,0,0,0,0,0,,0
4 anos atrás,5,"Fiz um pedido simples de um bolo de pote, sobremesa favorita do meu namorado, e pedi que fosse enviado com um bilhete fofo. Além do sabor que é sempre ótimo, enviaram tudo com muito carinho!",True,15,10,0,0,0,36,3,0,0,0,1,0,,0
4 anos atrás,5,"Maravilhoso! Eu experimentei o bolo de merengue, fatia grande, e o creme é sensacional! Ainda levei para casa, banofee e brigadeiros diversos sabores. Atendimento top! 🥰🥰🥰🥰🥰",True,46,17,0,0,0,9,0,0,0,0,0,0,,0
4 anos atrás,5,Merengue sensacional!,True,18,24,1,0,0,21,0,0,0,0,2,0,,0
4 anos atrás,5,null,True,118,33,0,0,0,0,0,0,0,0,0,3,,0
4 anos atrás,5,"Ótimo atendimento, doces deliciosos.",True,224,68,37,2,0,932,0,0,0,0,0,26,,0
4 anos atrás,5,excelente qualidade e atendimento.,False,1,0,0,0,0,0,0,0,0,0,0,0,,1
4 anos atrás,5,null,False,5,21,0,0,0,3,0,0,0,0,0,0,,1
4 anos atrás,5,"INCRÍVEL, desde a qualidade dos doces até o atendimento.",True,86,12,3,0,0,99,0,0,0,0,0,6,,0
4 anos atrás,5,"Os doces são uma delícia e o atendimento ótimo, vale a visita!",True,5,37,0,0,0,225,0,0,0,0,0,0,,0
4 anos atrás,4,Ótimos bolos.,True,136,18,1112,45,0,807,2,0,7,0,9,1,,0
4 anos atrás,5,Doces maravilhosos,True,43,59,32,0,0,176,0,0,0,0,0,1,,0
4 anos atrás,5,Lugar lindo e com doces sensacionais! sou fã,True,21,14,10,0,0,28,0,0,0,0,0,0,,0
4 anos atrás,5,Bolos maravilhosos! Vale a pena conhecer!,False,5,1,0,0,0,0,0,0,0,0,0,0,,1
